order_id,user_id,product_id,category,price,quantity,order_date,region
0e7737a0-3014-41d5-9390-dd959c809715,bee4bd6b-4d4e-48dd-b86f-beeed096efc8,301b370e-3300-4cfa-a376-c08e14c0f427,Electronics,443.65,9,2024-09-20,East
4e8d0342-4317-47c5-8ed5-9e31b418f6d3,2de6abb5-9c53-4015-8b1c-231be6a25367,7aa9a1d8-8e3a-4aa9-b190-b5a1a4e9262e,Beauty,123.3,9,2024-04-07,North
6af128b4-0c06-4eba-8c7a-4bcceb3ff5fa,d1c4e073-59b0-4491-9dcd-330eac6b707f,27363f21-f8b6-4e07-a377-f4e98229613f,Electronics,137.26,1,2024-02-15,West
6c364e64-40dd-498f-a290-9705c04331ae,bce0451d-62ce-4269-bc68-00bf00190f4b,a4725ab4-8a01-40e6-9152-c846968289fd,Home,469.06,1,2024-03-27,South
d55b53e9-9544-4835-a11c-3207fc58f214,7d8b0bba-f6a7-42e0-8b9c-f3578617d00c,8e1535f4-cfc1-46c5-9975-6917e941b07a,Clothing,472.5,3,2024-06-25,South
157983e9-db44-4c25-8370-f8a59321fcf5,cd79627d-8b6a-432a-a84a-6774e5820a74,73997282-cf2e-4f5f-a2bb-53163c325faa,Electronics,298.05,2,2024-07-30,South
d87447d0-6595-4c4f-b0bc-58404c59d290,b1cd5765-cd4d-47c2-8301-71d11d722762,599afee7-a92c-498c-b856-2f0832ee3afb,Beauty,70.94,7,2024-06-06,West
95d7193c-64cd-446d-903b-d0578becf5a5,18fdfcb9-cd3c-4086-be1d-7cd7bde8b391,a518d090-b830-447b-8471-cc17084a6b78,Beauty,165.52,10,2024-07-18,North
5b6bd817-1fc9-4c08-b5a5-ff60ff76ca4c,ac7322bd-481e-4868-9dd3-eeaef8264b99,3cf4dea9-586d-4606-958a-d5621036cb08,Clothing,215.78,7,2024-07-27,Central
d7e0160b-bfa2-444e-b931-bb0fac6ce609,e10e0f5d-fdf5-4ffe-b0c3-4f9a67294655,94db39b2-8179-42c7-8d8c-2c9af8aa4bbc,Home,329.13,2,2024-05-17,East
62024d36-4e6a-43c7-8a94-a4aed7ca77a9,f555cf99-ba35-49eb-ac3d-116723a823e7,5133eb9a-becb-47da-b701-3969e2029111,Books,333.56,6,2024-09-02,North
285b51d5-f009-4164-87f5-d60674640dd4,a03d278b-c2a6-408f-a580-b7006a79b110,c28d5c6f-810f-4488-8cff-0c9fc43f171c,Books,472.02,9,2024-10-05,East
24162c89-54e0-4d39-b034-5a23f3e6091a,c0880e59-5983-49f4-9e4c-7692a5f3693a,d4c2d5b2-32cb-4efa-8f5a-d8eb0f2a552b,Books,146.7,3,2024-05-16,Central
ca1ce347-15a9-4a8e-89ee-9ab494d556d0,183bbff9-2c05-4f22-bc42-5f4b6f2d1240,f0d352f7-1835-452b-9805-4e6847d79212,Books,204.4,4,2024-06-29,Central
3d505e48-ef5e-49af-84d5-f257325f72f1,9401e5d7-fbba-4ded-b794-2c54133b3dc6,8603d828-c3a7-402e-9a36-1ecc805beb7c,Books,233.74,1,2024-03-31,East
69f25b73-cafc-461b-8255-331c2c72c606,23c537a3-00f8-4c8a-90e1-0f736d0257b2,e8dee0eb-4088-4f39-9615-3d8f7282a170,Clothing,6.95,7,2024-08-17,Central
2e076aad-998e-4401-a27a-9508cb2d720c,1eb85a9e-c5d0-4a83-a172-6a40815dea09,1669e0cb-4949-46a1-b4ef-cfbaaf51b824,Clothing,150.59,9,2024-08-29,Central
0de8f200-8e99-490a-8c2e-64078aa50133,d45a51f2-a650-401e-ad3d-df694a35d183,618822a8-8ced-49ec-923c-ed1322089e74,Beauty,394.68,4,2024-01-02,West
fde10a44-96be-4660-89f3-f7f2bf7fe968,b5ab6270-5731-496f-a350-d97f5b710a6b,311aa57b-ad86-4cc0-8a4a-44212490992a,Home,232.5,10,2024-08-03,East
c9124922-c78b-442d-8cbe-9a32ea41afc8,4edcb8a5-5488-4916-84e0-a7cd51e3b083,7cc80a11-8b69-4c30-a937-325a40b46876,Clothing,37.88,2,2024-06-25,South
b5c0c279-6fb2-44da-b20a-31f28416c990,ac702e6b-4719-44b6-9578-381d275391ab,4524c358-6b0c-4ad1-9f5a-923ad9033f05,Beauty,358.41,2,2023-12-05,West
48e83456-9161-413b-919a-8032cd15da3d,2f230b5c-f118-48e7-ac77-b39768038b36,586b7148-443c-486c-ad47-e5adcf15b905,Clothing,445.71,1,2024-01-12,East
fce2c606-51a5-493b-ae94-9fd315b5742b,a5112416-f1ce-4cf0-a73a-3460cd4fa0a6,748874d2-90cf-43ed-b17c-96428177a377,Books,409.97,3,2024-11-21,Central
3591a1ac-8693-4f25-904c-a40e6befa4fd,7239fc1c-ecbc-4c07-87db-e605e8c0987b,041562c7-efce-4185-af6a-28046d04c5b6,Books,251.63,1,2024-08-09,Central
9dbe49f3-f8b1-4fba-ac5a-7bdea8fa63aa,6ce28cfc-9f90-44ff-b7d6-bec0baa71866,4ee8a155-d841-4c8c-9a8a-3ad77bf10362,Books,439.33,7,2024-11-21,Central
ea82f776-4633-4e11-a96d-49e3012e89f4,a9b84fed-fb44-4afe-b9f0-9f55b115d7a7,90afe877-310b-4c3d-9725-ed285477018d,Home,150.11,5,2024-08-01,Central
16ab1857-bb3c-48d8-9b7e-e5a4f0b18cee,6e784c2f-7104-4112-b64c-0fce68f9f64c,6413a6fe-0bf1-43f3-b176-096445d9a880,Home,248.01,2,2024-10-28,North
fdc0185e-9b10-4ab1-833d-a071eedb260f,d2aa3e71-2a39-4924-b487-483450c4ca19,5109b0af-9ab6-41c1-8d4a-d7e871c909b5,Beauty,279.69,7,2024-01-23,North
9d57422e-6879-4f37-a878-502cd2e35445,190a1d40-cbd8-4441-b13d-319d215557aa,f3909e76-f961-4a25-96e9-14a503dcb6cb,Clothing,326.03,5,2024-05-16,South
0a25f220-539f-4e91-8c68-f77a26f53166,858b1139-8a14-487d-94ac-8d2910ee811b,517aa672-bf88-4e17-823b-972df23d8c86,Toys,145.78,5,2024-04-09,West
7a3a5d61-835b-4331-b7ee-9623a821359c,3f18e53c-262f-4250-b449-995b25da6b45,398ac607-9cc5-4f70-9a87-2e331a9c0e78,Toys,89.68,8,2024-10-24,South
751bfe10-8c8f-4a7b-a12c-af2b4863e94b,4926e49b-d26f-4215-87bc-05b18ae7be20,69d5645b-24c8-464b-b82d-ece631212df6,Clothing,318.34,4,2023-12-23,South
f6d3b631-ba5f-4801-8aaf-2081894d2736,6e9d1eb3-9e30-47d7-a6b1-ebd3308bf0fe,536fa1f2-655d-4e92-83d0-e6f5302f3654,Beauty,91.24,4,2024-01-19,East
36746744-075e-4969-a00c-bf720beb9505,54e87dfd-64ee-4d0c-935d-8249746bc6da,26a741f8-0a37-4994-a9a1-7c81402617bd,Toys,399.51,2,2024-07-31,North
e7f4489d-ca5c-4fd6-bb2a-57cdb04b115f,86fccf4c-75ac-48dd-8782-c2837a54c22d,8b60eed9-36df-4b3c-9028-52f62e47aecb,Toys,461.89,10,2024-10-08,West
8ac324d8-b399-4e37-a6e2-1e5e3412d79b,9483293d-59e6-48cd-9fc5-f54c5b11209f,97bc8aa4-6840-47f1-bd80-57c0652056ed,Toys,303.75,6,2024-07-12,West
51f318f4-87b3-43c2-a7ca-292f4b74cef6,5b4076f1-e3a3-4879-9a81-d8fab5fc3c96,bd6b9f17-669a-474c-b658-3e7d25f84517,Toys,22.61,5,2024-10-23,West
50459b12-4e8f-48d4-a82e-5685a9d74aca,9f7b2f6e-eed4-4cc1-81b2-1dcf716f4517,af6b77f8-6199-4b34-82b5-ec8a7363c79c,Beauty,155.71,3,2024-05-22,North
d69abc78-9ab5-4697-b869-8a2f5a696b99,fda4eea4-a00c-43f8-9bf2-5f982408e2d3,1e404069-1408-4466-bbf3-ce93f968a4d4,Home,366.44,1,2024-03-07,East
ab6ec03c-601e-4e11-a232-57f5d07568de,bfb0f515-b879-4325-9e02-e247f702c7a8,f0839952-f299-4c42-bbb8-be5b7cc155e9,Clothing,190.22,10,2024-03-06,West
8316b015-337e-4a0d-be52-a3c5bbb0967f,708d720a-d23e-4a9c-918b-1b8c5026c50a,cce53fd6-24b3-454d-aab0-c24cda84f8a4,Books,327.45,4,2024-05-02,East
0860f3d4-577d-4b07-bdd6-c60beee3ffcd,fc645c7a-d6f8-4780-976c-5cc07a13014c,84d99e8e-4752-489c-9878-634ea790c323,Clothing,285.89,6,2024-09-18,West
ed817e4b-e27e-4ec2-9fd5-c506c73d9dae,618c06be-7c56-4237-8567-4329c58daeaf,1ca11af6-0eaf-4fc3-8725-6ae0c91c87a8,Books,136.34,5,2024-08-08,South
ea7cb636-14a2-429b-a2c0-fdce132c1429,cd7cc129-b4c6-4bbf-b4f1-af2b99299e69,0354ceff-c1ce-46fc-8b31-5834006a14ac,Electronics,63.73,10,2024-01-07,South
b658ad7c-b2d6-4098-aecd-2d1aaa4aed79,32310168-10e6-4461-9c9a-562b9d7e791c,711a2c3c-d44f-4bff-bab9-b159c4b8fd27,Clothing,222.66,6,2024-08-13,West
4e0e2bbe-e8b4-4cba-b009-08621ae03f5f,2bf7cc07-95a5-409e-a814-65828e93d8c5,f5a21529-7a75-4850-a3a5-b04088691060,Electronics,474.37,7,2024-03-07,East
f4917ec3-d6bd-48fa-a220-5eae050bda64,adb9b7d2-a030-4502-9887-530b01053237,c08e8b38-8f7b-4a18-99a7-7dea2ec0e398,Home,284.29,5,2024-03-01,West
d1cf5f73-ef82-4acf-b114-b9b5343ea41f,2a4c58c2-3794-4387-be9c-9dbec96f30b8,7b816265-5e7d-413e-9b3c-440440d8f3ca,Clothing,9.71,6,2024-06-05,Central
9f8ff2cd-0ae3-4710-b154-85c9b5b925c2,5757283f-6f3c-4462-908f-83ed5ee0ff6e,2e017d3e-87b7-4633-9501-d3523e9f0112,Beauty,322.97,5,2024-02-29,West
4eaeaf0f-36aa-43b5-8894-1b08f605bc98,13ebb5a3-a80a-4e58-bbb3-16da683b9800,f774d826-2589-41c7-be7c-84dd30d59e95,Toys,354.15,4,2024-08-04,North
fc82ae37-51a6-4cd2-80f9-c78464c06f22,8cafe4cf-1ce7-43dc-8675-ad87e55dd1d8,6f8867a5-75b7-4bf2-aba4-6f2cfeebd03b,Books,22.82,2,2024-06-25,Central
d4291ab7-f4be-4d54-aa39-ebdce0e4d743,2c5bbaa2-d11c-4383-ac96-75094d43921a,ad99306c-a70a-437b-976d-201861c514e4,Books,445.25,9,2024-04-04,East
e43e3860-287d-4572-83dc-0d29c933b769,713f9473-fffa-4a44-b493-02e4148ea207,eecc6c3b-40ae-472e-9467-9e250118b0a6,Electronics,422.28,6,2024-07-10,West
5d515e4d-2a76-450e-bb64-0df626ed1e74,0cda60a1-1887-43d6-b839-0eb297404aca,480132e4-2599-49cc-826b-aced95f3fc29,Clothing,7.48,10,2024-01-22,East
35a7d8c2-794b-4438-8c13-b7bb3bd4d23b,19e942d7-8361-45a9-ae18-f7700fd24bb2,c29c2e21-207b-4a34-8e14-5561174f9fed,Books,483.63,1,2024-11-03,Central
271f1331-62a7-4926-a3d5-b504389d7dba,a32e9c05-06a4-4fa6-97b7-eed9c5c964da,a99f7f0e-1cb8-473e-90f8-6e056b76a38c,Clothing,171.03,9,2024-08-18,Central
2bccff60-d34b-4999-9648-049dca82154b,ca09f8b5-2008-44c1-bc02-48bbafdba09f,5a7d8c70-0142-4831-bd2d-da6bcb69d906,Beauty,439.4,9,2023-12-15,West
779ca8cb-3e31-4e6c-97bd-70708ebb6127,1965aa4d-92c7-4ad7-ac5d-87312ac9f1cf,c826936b-360f-496d-bcf8-be5706370d54,Home,63.04,3,2024-05-30,Central
dcc09962-8933-4ad1-a543-839399feda44,24296440-864b-4ff3-9a1a-e1cb204ecc9a,54550e7a-309f-4f80-9084-3e68de2bf339,Toys,276.78,1,2024-01-31,South
bbf84625-5b0d-49ea-8660-9a5151bb8a2c,05920132-716f-42a3-90fe-7322a2fc71c5,6f24732e-e701-4174-bcbf-71b8041b303d,Clothing,354.21,9,2024-07-29,North
d7d13356-a503-4aa9-a9ab-cb6f35a9b538,048af831-24b9-445b-a77d-ad84fcb3010f,3dcdf0c3-dce5-4ae1-8b3e-eb91e203aff2,Toys,446.15,10,2024-07-10,South
b633a49b-98dc-4022-be01-1a7abbed1124,d1aebad1-b54a-46cd-afcf-15dcc411ab5c,671f04b2-8682-4950-aca2-847d9f4dcc5f,Beauty,120.77,5,2024-09-30,Central
35f50799-905f-4778-9f30-d208731ba9e5,5a0bdb41-3b61-435f-854c-884bb547e880,f9897d28-fa5c-47fb-98bb-f102c73f938c,Electronics,116.56,6,2024-02-13,Central
8581e1be-8f10-4341-b706-15423ac7890c,382a3361-7bdc-4c1d-8c4b-12e5d40ed66b,b268e813-75a9-431b-a5cf-d25443ca4080,Electronics,382.79,8,2024-03-03,West
0cc0d3b1-d07e-4f33-8352-216a7886fb2c,ec6c92a2-cd82-4f88-85d1-24544f01f0e0,fb2dbcd6-c414-44c0-bedf-c25ff9f56ca2,Clothing,488.42,10,2024-09-21,East
7d923256-8e57-4159-99cf-34fb7913a043,154d9d01-8277-4b83-bedb-1fc1766c9012,66729580-93b8-4ec3-bf31-d70790ca1131,Electronics,59.16,2,2024-09-07,East
91d816f4-3bd6-4b7c-81f5-2c1fbaf97373,6ddaf88b-272c-4155-908f-055bae6c0efd,c920719b-7dc2-40d5-bc94-9a5f51c169ff,Books,195.29,3,2024-08-16,East
b76bd60c-add6-4bc3-9f10-041e5dd75d0b,3ebd69de-11dc-4a88-b8e7-957076b00e04,f0762444-8e1d-4f9a-b4b6-ee6becff3138,Electronics,64.29,2,2024-02-06,West
16ce8004-5c65-466a-b6be-00a37a1e3e31,0a05c025-a1fe-42e7-a75c-3f0e6c00a1ff,45bd22b6-a26e-4221-9d00-a0fc106c30e9,Electronics,383.13,6,2024-01-07,West
cc74f028-4181-40b8-aa27-e963dcb374e9,586f1cf2-36ab-4def-ac86-19265f253ed3,0918d4a5-b604-445b-9248-279d6811b118,Home,253.05,8,2023-12-02,South
47c089a2-65da-43b9-959e-84981b24a195,4e7abdb6-6e21-401b-91ad-d08ca55cb317,1525db76-cddb-49b2-8433-00ed88c493cd,Beauty,165.08,5,2024-09-23,South
003ff2d5-2773-444e-9f21-28f966ae2075,3253fc44-bd96-4459-acf6-a039945f5667,75554520-b7b1-42bd-ac5a-fa95887320cd,Books,186.86,9,2024-03-07,Central
c025b6f9-81ae-4c28-903f-bc7f635b7479,8d0785ca-5b85-4b7a-bf3d-39769e979127,1e7010fe-ac47-4d89-b9b5-b16570071089,Clothing,13.53,6,2023-12-09,West
1f783f1a-6830-4546-b1f8-b644062ffa82,65573123-a10d-41e0-8b85-af2f16745b23,28955036-41f4-4361-84bb-d2da70a491d4,Clothing,413.27,9,2023-11-29,Central
4a79ee91-ce2f-4c12-8604-fcaaa25d0922,7f9a04a5-f79f-4b5c-b3f4-f74490b1fcaa,ff96615f-dee1-45b7-b34b-0a834498b981,Home,228.39,1,2024-05-17,North
615ece3a-95a0-4315-bd01-acc7d9faa110,be2ac394-77ec-4faa-b7a2-32719addabc9,9c498828-d45b-4c7d-a545-4c35fcd1951f,Home,232.47,10,2024-07-22,Central
d67f1c51-7f59-47a0-b044-36dfe30db75d,54496b94-72ef-41ae-bae0-8eb4476b8967,c2eadf0a-6f1b-4800-a2f3-f0e77ca0577f,Home,213.07,5,2024-03-18,North
59aa9f16-bfff-4eb1-8d11-e26b102d19af,b47e670b-3a18-4bd9-9c15-fa8ab93827d5,06524f05-77e5-4676-9a5a-956b8ac204e3,Clothing,311.59,3,2024-11-19,North
71f173c0-971f-4140-b6e7-f2fc5951fa3d,43b4bdde-555b-4e6f-8af3-933dbd93b4b0,508f462c-1a55-43f6-b35d-f8b27e1b60ba,Clothing,277.32,10,2024-03-07,North
6b11fd9b-a857-4f4c-953d-6ae8ccf8a861,e53f1cbd-2861-472d-96ba-3f2310e9cb88,38f37cd6-9bde-4e5d-884c-be6090aa41f0,Beauty,170.14,2,2024-03-31,Central
20fec0e5-c271-4cde-9dd5-31b45ce90432,d0c657f2-610f-4711-a7a9-30c5c95a88b8,efc542c6-8467-4812-9686-67ab7c30e862,Beauty,290.66,1,2024-08-13,East
088964fa-edcb-4179-bb05-ba251187c3bb,e8639035-c581-41ce-b9ff-c2a8339b3ea0,242f4a0a-42dc-43ff-b47d-54524d963b7d,Clothing,493.3,10,2024-10-22,West
10af76fb-92a2-4cb9-8a4e-cbe54432f5f6,82976149-6c33-4eb2-a036-9efb3c934101,15dac96b-c861-4c98-94aa-36d475f11c87,Clothing,243.39,9,2024-04-20,North
05f331f5-9b47-4067-8312-d8ef44cde312,6ec9ac0b-722f-4208-a4df-eace81129d0f,e5c6bed3-82c0-42b3-8ada-6e844e346a54,Books,258.81,8,2024-08-31,North
f38396b8-ee40-4de7-99f9-93666305235b,bf79c739-fa77-4cb3-988f-c7bf6e816697,6b294845-3db4-45a3-8eec-bf98af053f0b,Toys,245.44,4,2024-11-08,Central
df399675-5271-45d2-ab6f-f0a7c14141e6,60b48983-888a-4f85-822b-286d19da8577,a6c00ca9-f86f-4275-844e-498dcb5cbc77,Toys,167.12,1,2024-01-10,East
2fe3c5a3-ca92-4477-935a-d4b9260c2c7d,ec5f5173-4c78-497d-82a3-f43287d76f9e,47c08a42-d3a6-4706-b249-e615bd994e49,Electronics,497.84,6,2024-06-06,South
23a0d14f-9324-4b75-85eb-ecedd5f06469,35c03da3-7075-4f34-8b30-6fd926c0fc70,d98205dc-b9f1-4a05-8412-a56d4a0ba557,Beauty,376.94,8,2024-03-24,Central
e8bf1de3-a2bb-406e-869f-bfb234720415,e64840e1-c7ea-4770-b165-2f29a313008c,36d55bbe-f946-4296-95fc-49d5db21af2a,Electronics,10.76,5,2024-06-08,Central
300accb7-1b63-4ebd-847c-55eb0547c8be,3c3b3694-3e29-4a54-8a4a-e6516f32cebd,e8454b26-8a7a-4289-990e-ec17f1197be4,Toys,52.18,5,2024-02-17,East
b792759a-c2aa-40be-978d-6705c32eb6b0,233fa1c2-9359-40b8-8edf-a6756bc865e1,63dd964c-6053-4dc5-b70a-1e7bf6a81734,Books,224.45,10,2024-09-30,South
421a974b-308f-41c3-9e21-b56c43ddd2f7,c2c4fa41-ff09-4f85-9fc9-2c8ba89084fc,97c8aaa1-d261-438b-96c8-7e730199be83,Toys,403.79,6,2024-08-01,Central
62031027-a537-47e9-a0ef-5a839e4b728c,0977c79e-7bd9-466a-97fb-c26b10cdde06,94695c9c-6394-4126-a265-cdcbe124b146,Beauty,21.06,8,2024-01-11,Central
a6b80535-4bd5-46cf-95ee-81db042e6f25,5ba34cd2-2a32-4aef-b6ae-f56852af08db,bdf5d73e-bc20-43d5-83e3-6659091ecb6c,Beauty,168.44,1,2024-09-02,East
b679303b-a8d4-4d48-b2c2-2cd8edd9e8cb,8541a056-144b-4829-92e6-ea43c3389301,72364c13-ed97-43d2-b281-2c764573a00a,Electronics,216.19,7,2024-06-22,North
0bbfec7b-2025-4f7e-9c2f-5176f6558fd8,1cf1c21e-a58e-4ad8-837b-c1df1f40c4f8,dfbc6180-86d8-41bc-b1f7-dde2b1407db5,Clothing,368.14,9,2023-12-04,Central
36862080-98fd-47fe-8e63-44ea8cead6d2,58aba4fa-664a-4966-bc3e-876c70fe97cf,0fc0ef40-d73e-41dc-b21b-80a2fe9893df,Toys,280.9,1,2024-04-21,West
3e7a21a6-ec22-4325-b588-d643c1206f5d,4125212a-44a7-46b8-a2a8-b74e512faef4,65a4dcfb-eaf0-4eb3-bc23-5e924396b864,Toys,146.96,6,2024-03-03,East
919987dc-299a-46ea-b2ad-a6a3258a1bd8,59208fe1-fbe2-4d9c-84c6-9950c82695ee,1485eeb2-d405-4587-911c-09e2eeb7c3fa,Toys,100.1,10,2024-01-28,East
3f68b784-6702-4fe4-9ed1-712e4182d9cc,40e35f41-788b-445e-ba8a-5f822693a848,5484be04-10b5-4ad9-b48a-7b4bf123eacd,Toys,85.26,7,2024-08-20,South
182125f5-2f8f-4ff1-b4f3-b2fce66353dc,aedb0d9e-af19-46d4-816a-ce2cf43f5d8a,37affc06-6c63-4dab-825c-c618229af7a4,Clothing,200.05,9,2024-01-22,Central
9470daa9-a736-48c3-b8e3-578fbde115a8,061dc942-0430-48b7-a302-a2184ecd9f8a,8249f812-d008-41dc-a22f-19870c809ce4,Clothing,332.81,4,2024-03-19,West
976a2cae-f38e-438e-b4e7-030f476a88a5,6ec54dc4-f52f-47a8-a613-066d9ef1cf6d,3ef9ae97-9404-4a42-a8e7-97fbae7b8ef9,Clothing,461.1,8,2024-06-01,North
e3336006-6dab-45d0-8b36-daa840e6479e,143f4748-28c8-47fc-99d5-ad2595160212,9ed116e2-0afb-454a-930f-4d1565b3d33f,Home,56.35,4,2024-08-26,South
343de9a0-066e-4ac9-a66c-385cde592d95,1c8af20e-6acf-4283-a793-b02ab91a334a,3498af0b-2c97-4a84-80b5-315a50344c93,Home,49.4,9,2024-10-05,East
fdc7cb5e-3225-4d47-95fd-828007a4b385,8bffaacb-64bd-405f-a2ef-d2b80b884a02,786c3f05-368d-4e2d-a4e0-394145e6380b,Electronics,276.28,10,2024-04-04,South
98e6bf9d-016e-4bd1-acfa-343d31a889cf,503bf10f-edbd-4102-9f96-fd66b27ac2e1,a1810756-ad4a-4ffa-82d4-e4fa0b9c6241,Beauty,189.87,4,2024-08-21,North
28b72dd4-325a-4cbc-9084-fed8e3b5e89b,e89dc5f1-42c3-4342-8f2a-a01af597b0bb,34742493-2c7d-4141-a4b6-aec4d125c56d,Home,91.53,2,2024-07-14,East
201f6051-13d0-46f4-9e9a-bfce1789e6c8,5c70769a-c5cc-44ae-be7e-e5d6a20fd762,05985b0e-30fd-4b31-b0e7-c4703de1ef10,Toys,85.9,8,2024-02-26,Central
4b6be617-42d0-4bc2-aa2e-f0014cf2ab93,58d14a7a-2edd-4880-a542-0793cfa78b21,56331a08-6cfb-4dfd-8fd5-3a3a22c4406e,Beauty,469.7,2,2024-02-11,East
a3e151f2-fc34-452f-8c33-bf6589ea2302,de39d922-4f16-43cd-b866-135fa32458a8,ad4320e4-3bc8-4023-953b-e81bb4a53404,Home,291.45,2,2024-06-08,Central
65a2f159-2697-4ccc-b0f9-7a395c97970c,fc595e64-7a77-4cd0-85c7-03114eb80e14,6c932351-cb25-4d80-82ca-aa5a151e3942,Home,79.88,6,2024-07-02,West
a7e8ae94-af31-428a-af94-27fa9adda327,c85d1fd7-ac4d-40b8-9247-8da8084564fb,300103c2-6776-4d87-8c83-fcb3673e0d1a,Home,385.89,6,2024-01-26,Central
6368152b-a9c3-4d6b-98d8-d883835b3592,e93e74d1-bc57-40bc-9256-85886568df3a,19715199-7e8a-4aa7-9718-6be9c12a5ddd,Home,159.22,10,2024-03-11,North
5919bb39-1ffd-4750-aafb-18e0fa04ab39,7d6829e5-a3ae-4df7-97b3-85fe9d8996b1,46c46604-459c-463c-b073-f16934965634,Toys,165.64,1,2023-12-27,West
3835e920-91a6-40cb-88d4-f732557be0fd,bd93e8a6-fb0f-4ce8-bbb9-4ddeb33b9261,31a99dc1-18a3-46db-bbe4-31948aab6c35,Clothing,101.29,6,2024-04-09,North
3d5318c2-3710-4727-8fc4-8ba2788a3c27,c55ce3e7-35d3-4879-88c0-cd6593973ffa,9bc738b1-786a-4f98-a250-a08f2f9a7e14,Toys,351.02,5,2024-09-30,North
21cfff7d-ddb8-4c10-8ac9-619f7634c7d2,93eb6085-a086-4fa6-86d3-0e371304763f,db1356e9-6ed5-436d-8440-319cd6f565f1,Books,420.94,8,2024-09-23,Central
1d5ec2fa-45e4-4c79-88d0-899b9c1480ae,2ec76394-445a-4011-9f9e-18c99cbdafd5,40b60a4e-27a2-4a5f-a0b7-a808c9850f0b,Beauty,343.0,3,2024-04-06,West
1d8a7a35-fad0-4fe8-b703-3c3d70c49b51,894806d7-4e8d-48dd-b760-c4c64118fb56,e9091dd0-0f4d-43ad-b003-525299586b11,Books,356.34,7,2024-02-27,North
cad2a4d9-d3be-4cb0-86eb-a2f0edeab42c,210401b7-a859-40be-ad5f-eab4271bd155,4a5256c7-a760-4f4c-8a4c-d9a42ad4d407,Home,295.98,5,2024-04-30,West
4482792e-d86a-4e89-b1c5-8231d1ab0612,74165f90-322b-4cfe-a193-dc909446af89,32af9ace-230f-49de-974e-fd8034396068,Home,317.8,9,2024-02-23,North
93bb115e-c27b-40a3-8fa6-cf5d43f442ed,5c349604-f2c4-4426-8634-3b3b86749320,ca7c4bec-4b6c-4fa6-9062-26c945eae688,Electronics,16.36,7,2024-01-18,South
c0b65c5b-2765-4492-92e1-9ffefbe845fe,25262bff-63de-490f-af2d-96f2aa563881,e27b735d-db4f-4e1f-9dc8-0af128ac0892,Beauty,29.96,2,2024-04-18,South
54f60488-7984-4686-a5e6-1c2879c74ef9,43b19dec-d58c-4a3e-86a2-c0357ed97802,4dbd0c83-f507-4943-b843-df4e08dbeb5e,Clothing,84.18,2,2024-05-08,West
c77ce453-3c9a-4c8e-bbbb-defe32d31e19,b080677e-1751-4bd3-a2a5-7936843ce5cc,182e940e-6083-4e56-ae63-eaecf0982f2f,Electronics,470.52,5,2024-09-15,Central
378bd67f-3d0c-41be-8b93-4023d7b9654d,89728b1f-2e9a-42a1-bca1-16d0b5ffb207,667e933d-fea7-47c4-87de-e2126d90aa7b,Books,291.73,2,2024-04-15,North
